Position Title,Agency,Location,Grade,Salary Min,Salary Max,Job Code,Opening Date,Closing Date,Job URL
Physician - (MD/DO) Diagnostic Radiologist Hybrid (Incentive Authorized),Veterans Health Administration,"Augusta, Georgia",VM,350000,400000,0602,2025-12-08,2026-09-30,https://www.usajobs.gov:443/job/851860300
Physician - Anesthesiology,Veterans Health Administration,"Columbia, South Carolina",VM,350000,400000,0602,2025-10-20,2026-09-30,https://www.usajobs.gov:443/job/848502700
Physician - Chief of Medicine,Veterans Health Administration,"Columbia, South Carolina",VM,225000,400000,0602,2025-11-25,2026-09-30,https://www.usajobs.gov:443/job/851003700
Physician - DEPUTY CHIEF OF STAFF,Veterans Health Administration,"Charleston, South Carolina",VM,300000,375000,0602,2025-10-09,2026-09-30,https://www.usajobs.gov:443/job/847862300
Physician - Dermatologist,Veterans Health Administration,"Columbia, South Carolina",VM,200000,400000,0602,2025-11-25,2026-09-30,https://www.usajobs.gov:443/job/850962500
Physician - Diagnostic Radiologist,Veterans Health Administration,"Anywhere in the U.S. (remote job), United States",VM,375000,400000,0602,2026-01-16,2026-09-30,https://www.usajobs.gov:443/job/854743800
Physician - Emergency Medicine,Veterans Health Administration,"Columbia, South Carolina",VM,350000,400000,0602,2025-11-18,2026-09-30,https://www.usajobs.gov:443/job/850168100
Physician - Endocrinologist,Veterans Health Administration,"Fredericksburg, Virginia",VM,123077,300000,0602,2025-10-18,2026-09-30,https://www.usajobs.gov:443/job/848351700
Physician - Full Time Radiologist - 25 percent Incentive,Veterans Health Administration,"Phoenix, Arizona",VM,300000,400000,0602,2025-10-07,2026-09-30,https://www.usajobs.gov:443/job/847588200
Physician - Hospitalist,Veterans Health Administration,"Marion, Illinois",VM,200000,300000,0602,2026-02-05,2026-07-31,https://www.usajobs.gov:443/job/856581000
Physician - Interventional Radiologist,Veterans Health Administration,"Columbia, South Carolina",VM,350000,400000,0602,2025-12-10,2026-09-30,https://www.usajobs.gov:443/job/852082700
Physician - Multiple Specialties (Internal to Marion Veterans Health Care System),Veterans Health Administration,"Carbondale, Illinois",VM,123077,400000,0602,2025-09-29,2026-09-25,https://www.usajobs.gov:443/job/846793900
Physician - Neurologist,Veterans Health Administration,"Columbia, South Carolina",VM,123077,315000,0602,2025-11-24,2026-09-30,https://www.usajobs.gov:443/job/850853200
Physician - Oncologist,Veterans Health Administration,"Fort Wayne, Indiana",VM,300000,385000,0602,2025-10-02,2026-06-26,https://www.usajobs.gov:443/job/847344800
Physician - Pain Management,Veterans Health Administration,"Columbia, South Carolina",VM,300000,400000,0602,2025-12-10,2026-09-30,https://www.usajobs.gov:443/job/852031300
Physician - Primary Care,Veterans Health Administration,"Columbia, South Carolina",VM,253584,315000,0602,2025-11-06,2026-09-30,https://www.usajobs.gov:443/job/849663000
Physician - Primary Care,Veterans Health Administration,"North Charleston, South Carolina",VM,240000,300000,0602,2025-11-20,2026-09-30,https://www.usajobs.gov:443/job/850540200
Physician - Primary Care,Veterans Health Administration,"Spartanburg, South Carolina",VM,123077,315000,0602,2025-10-24,2026-09-30,https://www.usajobs.gov:443/job/848863200
Physician - Primary Care (Sedalia),Veterans Health Administration,"Sedalia, Missouri",VM,250000,258000,0602,2025-09-29,2026-09-25,https://www.usajobs.gov:443/job/846945700
Physician - Pulmonologist,Veterans Health Administration,"Columbia, South Carolina",VM,300000,400000,0602,2025-11-25,2026-09-30,https://www.usajobs.gov:443/job/850982600
Physician - Radiologist,Veterans Health Administration,"Columbia, South Carolina",VM,350000,400000,0602,2025-12-11,2026-09-30,https://www.usajobs.gov:443/job/852208600
Physician - Transplant Section Chief,Veterans Health Administration,"Nashville, Tennessee",AD,220000,350000,0602,2026-01-26,2026-09-30,https://www.usajobs.gov:443/job/855472000
Physician Assistant (Primary Care),Veterans Health Administration,"Brownwood, Texas",VN,114291,180592,0603,2025-10-15,2026-10-14,https://www.usajobs.gov:443/job/848168200
Physician Assistant - General Surgery,Veterans Health Administration,"Columbia, South Carolina",VN,84223,127243,0603,2025-12-03,2026-09-30,https://www.usajobs.gov:443/job/851496400
Physician Assistant-Spinal Cord Injury-Open Continuous Announcement,Veterans Health Administration,"San Antonio, Texas",VN,110108,203898,0603,2025-10-07,2026-09-30,https://www.usajobs.gov:443/job/847684900
"Physician, Vascular Surgeon (Part-Time)",Veterans Health Administration,"Amarillo, Texas",AD,300000,375000,0602,2025-10-01,2026-09-30,https://www.usajobs.gov:443/job/847212000
Physician-Anesthesiology,Veterans Health Administration,"Madison, Wisconsin",VM,300000,400000,0602,2025-10-02,2026-08-31,https://www.usajobs.gov:443/job/847327000
Physician-Cardiology,Veterans Health Administration,"Madison, Wisconsin",VM,250000,400000,0602,2025-11-18,2026-09-18,https://www.usajobs.gov:443/job/850353700
Physician-Dermatology,Veterans Health Administration,"Charleston, South Carolina",AD,123077,400000,0602,2025-10-09,2026-09-30,https://www.usajobs.gov:443/job/847853800
Physician-Pathology,Veterans Health Administration,"Orlando, Florida",VM,265000,400000,0602,2026-01-12,2026-07-13,https://www.usajobs.gov:443/job/854163800
Physician-Primary Care,Veterans Health Administration,"Clermont, Florida",VM,230000,315000,0602,2026-01-01,2026-06-30,https://www.usajobs.gov:443/job/853453000
Physician-Primary Care,Veterans Health Administration,"Rome, Georgia",VM,290658,315000,0602,2025-12-04,2026-09-30,https://www.usajobs.gov:443/job/851659200
Physician-Primary Care (Daytona Beach),Veterans Health Administration,"Daytona Beach, Florida",VM,230000,315000,0602,2026-01-29,2026-06-30,https://www.usajobs.gov:443/job/855886400
Physician-Primary Care (Viera/Palm Bay),Veterans Health Administration,"Palm Bay, Florida",VM,230000,315000,0602,2026-01-29,2026-06-30,https://www.usajobs.gov:443/job/855884700
Physician-Urology,Veterans Health Administration,"Orlando, Florida",VM,350000,400000,0602,2026-01-13,2026-06-30,https://www.usajobs.gov:443/job/854316800
Picture Archiving and Communication Systems (PACS) Technologist - Rec/Relo Incentive Authorized,Veterans Health Administration,"Amarillo, Texas",GS,105280,136858,0647,2026-01-02,2026-07-31,https://www.usajobs.gov:443/job/853470800
Pipefitter,Veterans Health Administration,"Dallas, Texas",WG,31.37,36.65,4204,2025-10-08,2026-07-08,https://www.usajobs.gov:443/job/847748000
Practical Nurse-Community Living Center,Veterans Health Administration,"Albany, New York",GS,42564,65904,0620,2025-10-02,2026-09-25,https://www.usajobs.gov:443/job/847313900
Practical Nurse-Community Living Center,Veterans Health Administration,"Albany, New York",GS,42564,65904,0620,2025-10-02,2026-09-25,https://www.usajobs.gov:443/job/847325700
Primary Care Physician EDRP Authorized,Veterans Health Administration,"Providence, Rhode Island",VM,220000,250000,0602,2025-10-29,2026-09-30,https://www.usajobs.gov:443/job/849173100
Psychiatrist-  Substance Use Disorder (SUD),Veterans Health Administration,"Augusta, Georgia",VM,200000,315000,0602,2025-11-14,2026-09-30,https://www.usajobs.gov:443/job/850125500
Psychiatrist- Mental Health Intensive Case Management,Veterans Health Administration,"Chesapeake County, Virginia",VM,265000,275000,0602,2026-01-07,2026-09-30,https://www.usajobs.gov:443/job/853835800
Psychologist (Education Debt Repayment and Sign on Bonus),Veterans Health Administration,"Battle Creek, Michigan",GS,120823,157071,0180,2026-01-06,2026-12-31,https://www.usajobs.gov:443/job/853711900
Psychologist (PTSD/EBP)-EDRP-Recruitment/Relocation Incentives,Veterans Health Administration,"Harlingen, Texas",GS,83280,154309,0180,2026-01-23,2026-07-22,https://www.usajobs.gov:443/job/855358800
Psychologist (Supportive Recovery Services),Veterans Health Administration,"Bronx, New York",GS,87133,161448,0180,2025-11-12,2026-10-30,https://www.usajobs.gov:443/job/849901200
Psychologist - Program Manager,Veterans Health Administration,"Kings, New York",GS,168764,219393,0180,2025-10-08,2026-06-30,https://www.usajobs.gov:443/job/847676100
Psychology Program Manager - Behavioral Health Interdisciplinary Program,Veterans Health Administration,"Fresno, California",GS,161126,209463,0180,2025-12-16,2026-06-26,https://www.usajobs.gov:443/job/852601100
Registered Nurse,Veterans Health Administration,"Salt Lake City, Utah",VN,90696,164082,0610,2025-12-30,2026-06-30,https://www.usajobs.gov:443/job/853317100
Registered Nurse - Community Living Center (CLC),Veterans Health Administration,"Erie, Pennsylvania",VN,71094,140590,0610,2026-02-02,2026-07-31,https://www.usajobs.gov:443/job/856023400
Registered Nurse - Inpatient Mental Health,Veterans Health Administration,"Jefferson Barracks, Missouri",VN,79454,154604,0610,2025-10-28,2026-09-30,https://www.usajobs.gov:443/job/849040700
Registered Nurse - Med-Surg and Telemetry -5 Main,Veterans Health Administration,"Lexington, Kentucky",VN,64825,127694,0610,2026-01-08,2026-09-30,https://www.usajobs.gov:443/job/853985300
Registered Nurse - Resources/Float Pool,Veterans Health Administration,"Lexington, Kentucky",VN,69665,128994,0610,2026-01-08,2026-09-30,https://www.usajobs.gov:443/job/853986300
Registered Nurse -Transition to Practice (TTP) Program Resident,Veterans Health Administration,"Kansas City, Missouri",VN,73855,84930,0610,2026-01-16,2026-12-31,https://www.usajobs.gov:443/job/854760400
Registered Nurse- Intensive Care Unit,Veterans Health Administration,"Saint Louis, Missouri",VN,82702,158193,0610,2025-11-25,2026-09-29,https://www.usajobs.gov:443/job/850962900
Registered Nurse- Med/ Surg,Veterans Health Administration,"Saint Louis, Missouri",VN,80249,156151,0610,2026-01-15,2026-09-29,https://www.usajobs.gov:443/job/854641500
Registered Nurse-Community Living Center-EDRP-Open Continuous Announcement,Veterans Health Administration,"Big Spring, Texas",VN,79533,147284,0610,2025-10-20,2026-09-30,https://www.usajobs.gov:443/job/848431300
Senior Licensed Professional Mental Health Counselor - Substance Treatment Program Therapist,Veterans Health Administration,"Wenatchee, Washington",GS,92210,119878,0183,2026-01-12,2026-06-30,https://www.usajobs.gov:443/job/854190900
Senior Licensed Professional Mental Health Counselor - Substance Treatment Program Therapist,Veterans Health Administration,"Wenatchee, Washington",GS,92210,119878,0183,2026-01-12,2026-06-30,https://www.usajobs.gov:443/job/854191300
Senior Psychologist Program Manager,Veterans Health Administration,"Augusta, Georgia",GS,146481,190424,0180,2025-12-05,2026-09-30,https://www.usajobs.gov:443/job/851573200
Senior Social Work,Veterans Health Administration,"Fresno, California",GS,96344,124986,0185,2025-11-14,2026-09-30,https://www.usajobs.gov:443/job/850166100
"Senior Social Worker (PCMHI) - EDRP, Rec/Relo Incentive Approved",Veterans Health Administration,"McAllen, Texas",GS,92611,120400,0185,2025-09-29,2026-07-15,https://www.usajobs.gov:443/job/846892300
Senior Social Worker (Post 9/11 M2VA Military 2 VA Case Manager) - EDRP Approved,Veterans Health Administration,"Laredo, Texas",GS,92869,120734,0185,2025-10-29,2026-09-30,https://www.usajobs.gov:443/job/849114400
Senior Social Worker (Post 9/11 M2VA Military 2 VA Case Manager) - EDRP Approved,Veterans Health Administration,"McAllen, Texas",GS,92611,120400,0185,2025-12-08,2026-09-30,https://www.usajobs.gov:443/job/851814200
Senior Social Worker - Substance Treatment Program Therapist,Veterans Health Administration,"Wenatchee, Washington",GS,97017,126128,0185,2026-01-12,2026-06-30,https://www.usajobs.gov:443/job/854189700
Senior Social Worker - Substance Treatment Program Therapist,Veterans Health Administration,"Wenatchee, Washington",GS,97017,126128,0185,2026-01-12,2026-06-30,https://www.usajobs.gov:443/job/854190100
Social Work Program Manager,Veterans Health Administration,"Augusta, Georgia",GS,146481,190424,0185,2025-12-05,2026-09-30,https://www.usajobs.gov:443/job/851573500
Staff Dentist,Veterans Health Administration,"Columbia, South Carolina",AD,123077,315000,0680,2025-11-03,2026-09-30,https://www.usajobs.gov:443/job/849785000
Staff Physical Therapist - EDRP Approved,Veterans Health Administration,"Abilene, Texas",GS,73939,115213,0633,2025-10-23,2026-09-30,https://www.usajobs.gov:443/job/848765500
Staff Physician (Thoracic Surgeon) - Recruitment/Relocation Incentive Authorized,Veterans Health Administration,"Amarillo, Texas",VM,300000,400000,0602,2026-01-12,2026-08-13,https://www.usajobs.gov:443/job/854204600
Staff Physician - Ophthalmologist (Glaucoma Specialist),Veterans Health Administration,"Columbia, South Carolina",VM,123077,400000,0602,2025-12-10,2026-09-30,https://www.usajobs.gov:443/job/852038000
Staff Physician - Ophthalmology (Ophthalmologist - Glaucoma Specialist),Veterans Health Administration,"Austin, Texas",VM,325000,400000,0602,2025-10-17,2026-10-16,https://www.usajobs.gov:443/job/848367400
Staff Psychologist,Veterans Health Administration,"Minneapolis, Minnesota",GS,81415,150852,0180,2026-01-13,2026-09-30,https://www.usajobs.gov:443/job/854346600
Staff Psychologist,Veterans Health Administration,"Panama City Beach, Florida",GS,85270,157996,0180,2025-12-15,2026-06-22,https://www.usajobs.gov:443/job/852414000
"Staff Psychologist (BHIP) -  EDRP, Recruitment/Relocation Incentive Authorized",Veterans Health Administration,"Corpus Christi, Texas",GS,83280,154309,0180,2025-10-09,2026-07-15,https://www.usajobs.gov:443/job/847931400
Staff Psychologist (BHIP) - EDRP/Recruitment/Relocation Approved,Veterans Health Administration,"El Paso, Texas",GS,88479,163941,0180,2025-10-30,2026-08-19,https://www.usajobs.gov:443/job/849186600
Staff Psychologist (Education Debt Repayment and Sign on Bonus),Veterans Health Administration,"Battle Creek, Michigan",GS,101605,157071,0180,2025-10-29,2026-09-30,https://www.usajobs.gov:443/job/849068100
"Staff Psychologist (PCMHI) - EDRP, Recruitment/Relocation Incentive Authorized",Veterans Health Administration,"McAllen, Texas",GS,83280,154309,0180,2025-09-29,2026-07-15,https://www.usajobs.gov:443/job/846881700
"Staff Psychologist - RECRUITMENT/RELOCATION INCENTIVE, EDRP AVAILABLE",Veterans Health Administration,"El Paso, Texas",GS,88479,163941,0180,2025-12-18,2026-08-14,https://www.usajobs.gov:443/job/852793900
Staff Psychologist - Recruitment/Relocation - EDRP Approved,Veterans Health Administration,"Bonham, Texas",GS,99779,184879,0180,2025-11-05,2026-11-04,https://www.usajobs.gov:443/job/849567500
Staff Psychologist - Recruitment/Relocation - EDRP Approved - BHIP,Veterans Health Administration,"Tyler, Texas",GS,91984,170437,0180,2026-01-27,2026-09-30,https://www.usajobs.gov:443/job/855543700
Staff Psychologist - Recruitment/Relocation Incentive - EDRP,Veterans Health Administration,"Dallas, Texas",GS,99779,184879,0180,2025-10-10,2026-10-09,https://www.usajobs.gov:443/job/847996100
Staff Psychologist - Recruitment/Relocation Incentive - EDRP,Veterans Health Administration,"Dallas, Texas",GS,99779,184879,0180,2025-11-21,2026-11-20,https://www.usajobs.gov:443/job/850734500
Staff Psychologist - Recruitment/Relocation Incentive - EDRP Approved - CLC,Veterans Health Administration,"Dallas, Texas",GS,99779,184879,0180,2026-01-27,2026-09-30,https://www.usajobs.gov:443/job/855540000
Supervisory Diagnostic Radiologic Technologist (IR),Veterans Health Administration,"Memphis, Tennessee",GS,79967,103954,0647,2025-12-08,2026-09-30,https://www.usajobs.gov:443/job/851808700
Surgical Technician - Recruitment Incentive Authorized,Veterans Health Administration,"Lexington, Kentucky",GS,54365,70678,0640,2025-12-15,2026-09-30,https://www.usajobs.gov:443/job/852158400
Therapeutic Radiologic Technologist (Medical Dosimetrist),Veterans Health Administration,"Seattle, Washington",GS,122341,159046,0648,2026-01-15,2026-09-30,https://www.usajobs.gov:443/job/854624600
Therapeutic Radiologic Technologists (Radiation Oncology Service),Veterans Health Administration,"Seattle, Washington",GS,91982,119573,0648,2025-11-12,2026-09-30,https://www.usajobs.gov:443/job/849935900
Utility System Operator (RECRUITMENT/RELOCATION INCENTIVE AUTHORIZED),Veterans Health Administration,"Amarillo, Texas",WG,26.89,31.37,5406,2026-01-09,2026-06-18,https://www.usajobs.gov:443/job/854059700
