Position Title,Agency,Location,Grade,Salary Min,Salary Max,Job Code,Opening Date,Closing Date,Job URL
Airway Transportation Systems Specialist (COM/WEA TID ATSS TSOG),Federal Aviation Administration,"Anchorage, Alaska",FV,102382,158677,2101,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868438900
Airway Transportation Systems Specialist (COORDINATOR),Federal Aviation Administration,"Anchorage, Alaska",FV,102382,158677,2101,2026-04-16,2026-05-18,https://www.usajobs.gov:443/job/865376800
Airway Transportation Systems Specialist (COORDINATOR),Federal Aviation Administration,"Anchorage, Alaska",FV,102382,158677,2101,2026-04-24,2026-05-22,https://www.usajobs.gov:443/job/866357200
Airway Transportation Systems Specialist (ENV TID),Federal Aviation Administration,"Anchorage, Alaska",FV,77351,119883,2101,2026-04-30,2026-05-20,https://www.usajobs.gov:443/job/867247400
Airway Transportation Systems Specialist (Environmental Technician-in-Depth (TID),Federal Aviation Administration,"Fremont, California",FV,77351,119883,2101,2026-04-30,2026-05-20,https://www.usajobs.gov:443/job/867239800
Airway Transportation Systems Specialist (NAS),Federal Aviation Administration,"Nashua, New Hampshire",FV,101536,157367,2101,2025-09-29,2026-06-26,https://www.usajobs.gov:443/job/846693400
Airway Transportation Systems Specialist (Program Manager),Federal Aviation Administration,"Longmont, Colorado",FV,124632,193218,2101,2026-05-07,2026-05-27,https://www.usajobs.gov:443/job/868219300
Airway Transportation Systems Specialist (RADAR TID),Federal Aviation Administration,"Anchorage, Alaska",FV,77351,119883,2101,2026-04-30,2026-05-20,https://www.usajobs.gov:443/job/867263000
Airway Transportation Systems Specialist (SOC NAS),Federal Aviation Administration,"Olathe, Kansas",FV,91113,141213,2101,2026-04-15,2026-05-18,https://www.usajobs.gov:443/job/865050000
Airway Transportation Systems Specialist (TSOG - Environmental),Federal Aviation Administration,"Weldon Spring, Missouri",FV,76585,118696,2101,2026-05-01,2026-05-21,https://www.usajobs.gov:443/job/867324700
Airway Transportation Systems Specialist (TSOG - NAVAIDS),Federal Aviation Administration,"Lenexa, Kansas",FV,76585,118696,2101,2026-05-01,2026-05-21,https://www.usajobs.gov:443/job/867324300
Airway Transportation Systems Specialist (TSOG NAV TID),Federal Aviation Administration,"Ashburn, Virginia",FV,103604,160571,2101,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868279100
Airway Transportation Systems Specialist COM or COM TELCO,Federal Aviation Administration,"Anchorage, Alaska",FV,77351,119883,2101,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866823300
Airway Transportation Systems Specialist NAV or NAV COM,Federal Aviation Administration,"Anchorage, Alaska",FV,77351,119883,2101,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866820400
Aviation Safety Assistant  (Office Automation),Federal Aviation Administration,"Watkins, Colorado",FG,38791,56039,0303,2026-04-10,2026-05-28,https://www.usajobs.gov:443/job/864531300
Aviation Safety Assistant (Office Automation),Federal Aviation Administration,"Juneau, Alaska",FG,51344,74173,0303,2026-04-01,2026-05-20,https://www.usajobs.gov:443/job/863386200
Aviation Safety Assistant (Office Automation),Federal Aviation Administration,"Louisville, Kentucky",FG,50460,65599,0303,2026-04-02,2026-05-20,https://www.usajobs.gov:443/job/863574400
Aviation Safety Assistant (Office Automation),Federal Aviation Administration,"Miramar, Florida",FG,53740,69864,0303,2026-05-06,2026-05-26,https://www.usajobs.gov:443/job/867933200
Aviation Safety Assistant (Office Automation),Federal Aviation Administration,"San Juan, Puerto Rico",FG,45409,65599,0303,2026-05-07,2026-05-27,https://www.usajobs.gov:443/job/868076400
Aviation Safety Assistant (Office Automation),Federal Aviation Administration,"West Columbia, South Carolina",FG,45409,65599,0303,2026-05-08,2026-05-29,https://www.usajobs.gov:443/job/864428500
Aviation Safety Inspector  (Air Carrier Avionics - APPM),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90924,118204,1825,2026-05-14,2026-06-03,https://www.usajobs.gov:443/job/858203100
Aviation Safety Inspector  (Air Carrier Flight Oversight (APOI)),Federal Aviation Administration,"Miramar, Florida",FG,90925,118204,1825,2026-04-15,2026-05-20,https://www.usajobs.gov:443/job/865132600
Aviation Safety Inspector  (General Aviation - Operations),Federal Aviation Administration,"Enfield, Connecticut",FG,141915,184495,1825,2026-04-14,2026-05-18,https://www.usajobs.gov:443/job/856660800
Aviation Safety Inspector  (General Aviation - Operations),Federal Aviation Administration,"Greensboro, North Carolina",FG,125776,163514,1825,2026-02-25,2026-05-26,https://www.usajobs.gov:443/job/858802100
Aviation Safety Inspector  (General Aviation - Operations),Federal Aviation Administration,"Louisville, Kentucky",FG,125776,163514,1825,2026-04-02,2026-05-20,https://www.usajobs.gov:443/job/863573600
Aviation Safety Inspector  (General Aviation Flight Oversight),Federal Aviation Administration,"Scottsdale, Arizona",FG,131568,171043,1825,2026-04-23,2026-05-29,https://www.usajobs.gov:443/job/866269000
"Aviation Safety Inspector (AC - Flight Oversight), Aircrew Program Manager (APM) - Flight Oversight",Federal Aviation Administration,"Phoenix, Arizona",FG,107446,139684,1825,2026-05-09,2026-05-29,https://www.usajobs.gov:443/job/868550300
"Aviation Safety Inspector (AC - Flight Oversight), Assistant Principal Oversight Inspector (APOI)",Federal Aviation Administration,"Miramar, Florida",FG,113356,147365,1825,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868306500
"Aviation Safety Inspector (AC - Flight Oversight), Principal Oversight Inspector",Federal Aviation Administration,"Miramar, Florida",FG,133953,174114,1825,2026-05-02,2026-05-22,https://www.usajobs.gov:443/job/867551400
Aviation Safety Inspector (AC-FO) (Assistant Principal Oversight Inspector),Federal Aviation Administration,"Irving, Texas",FG,115711,150426,1825,2026-05-09,2026-05-26,https://www.usajobs.gov:443/job/865507000
"Aviation Safety Inspector (ACM), Assistant Principal Maintenance Inspector (APMI)",Federal Aviation Administration,"Spokane, Washington",FG,106991,139091,1825,2026-05-09,2026-05-29,https://www.usajobs.gov:443/job/868499000
"Aviation Safety Inspector (AW), Geographic Avionics Inspector",Federal Aviation Administration,"Watkins, Colorado",FG,90925,118204,1825,2026-04-29,2026-05-19,https://www.usajobs.gov:443/job/866959600
Aviation Safety Inspector (Air Carrier - Flight Oversight),Federal Aviation Administration,"Orlando, Florida",FG,107446,139684,1825,2026-05-06,2026-05-26,https://www.usajobs.gov:443/job/867896500
"Aviation Safety Inspector (Air Carrier - Maintenance),  Principal Maintenance Inspector",Federal Aviation Administration,"Miramar, Florida",FG,113953,174114,1825,2026-05-02,2026-05-22,https://www.usajobs.gov:443/job/867554700
"Aviation Safety Inspector (Air Carrier - Maintenance), Principal Maintenance Inspector (PMI)",Federal Aviation Administration,"Indianapolis, Indiana",FG,107446,139684,1825,2026-05-01,2026-05-21,https://www.usajobs.gov:443/job/867486700
"Aviation Safety Inspector (Air Carrier - Operations), Principal Operations Inspector (POI)",Federal Aviation Administration,"Miramar, Florida",FG,107446,139684,1825,2026-05-01,2026-05-21,https://www.usajobs.gov:443/job/867489900
"Aviation Safety Inspector (Air Carrier Maintenance), Assistant Principal Maintenance Inspector",Federal Aviation Administration,"Watkins, Colorado",FG,90925,118204,1825,2026-05-06,2026-05-26,https://www.usajobs.gov:443/job/867997300
Aviation Safety Inspector (Air Carrier Operations),Federal Aviation Administration,"Windsor, Connecticut",FG,107446,139684,1825,2026-04-30,2026-05-20,https://www.usajobs.gov:443/job/867092300
Aviation Safety Inspector (Air Carrier Operations),Federal Aviation Administration,"Windsor, Connecticut",FG,107446,139684,1825,2026-04-30,2026-05-20,https://www.usajobs.gov:443/job/867093400
Aviation Safety Inspector (Airworthiness),Federal Aviation Administration,"Watkins, Colorado",FG,118675,154280,1825,2026-05-08,2026-05-29,https://www.usajobs.gov:443/job/862313200
Aviation Safety Inspector (Cabin Safety),Federal Aviation Administration,"Denver, Colorado",FG,76463,99404,1825,2026-05-08,2026-05-21,https://www.usajobs.gov:443/job/868331900
Aviation Safety Inspector (Cabin Safety) (Cabin Safety Inspector (CSI)),Federal Aviation Administration,"Irving, Texas",FG,115711,150426,1825,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868295300
Aviation Safety Inspector (Dispatch),Federal Aviation Administration,"Oakland, California",FG,90925,118204,1825,2026-04-30,2026-05-20,https://www.usajobs.gov:443/job/867258600
Aviation Safety Inspector (Flight Oversight),Federal Aviation Administration,"Orlando, Florida",FG,90925,118204,1825,2026-05-05,2026-05-25,https://www.usajobs.gov:443/job/867721500
Aviation Safety Inspector (General Aviation - Avionics),Federal Aviation Administration,"Scottsdale, Arizona",FG,131568,171043,1825,2026-04-28,2026-05-19,https://www.usajobs.gov:443/job/866757500
Aviation Safety Inspector (General Aviation - Flight Oversight ),Federal Aviation Administration,"San Juan, Puerto Rico",FG,125776,197200,1825,2026-05-07,2026-05-27,https://www.usajobs.gov:443/job/868220200
Aviation Safety Inspector (General Aviation - Maintenance),Federal Aviation Administration,"Watkins, Colorado",FG,118675,154280,1825,2026-03-25,2026-05-26,https://www.usajobs.gov:443/job/862300800
Aviation Safety Inspector (General Aviation - Operations),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-11,2026-05-27,https://www.usajobs.gov:443/job/857127200
Aviation Safety Inspector (General Aviation - Operations),Federal Aviation Administration,"Watkins, Colorado",FG,118675,142412,1825,2026-02-11,2026-05-27,https://www.usajobs.gov:443/job/857132300
Aviation Safety Inspector (General Aviation Avionics),Federal Aviation Administration,"Baton Rouge, Louisiana",FG,125776,163514,1825,2026-04-28,2026-05-19,https://www.usajobs.gov:443/job/866836900
Aviation Safety Inspector (General Aviation Operations),Federal Aviation Administration,"Casper, Wyoming",FG,125776,163514,1825,2026-03-25,2026-05-27,https://www.usajobs.gov:443/job/862296000
Aviation Safety Inspector (General Aviation Operations),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-11,2026-05-27,https://www.usajobs.gov:443/job/857263100
Aviation Safety Inspector (General Aviation Operations),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-13,2026-05-28,https://www.usajobs.gov:443/job/857512900
Aviation Safety Inspector (OPS)  (FAASTeam  Program Manager ),Federal Aviation Administration,"Ankeny, Iowa",FG,126797,164841,1825,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866883200
Aviation Safety Inspector (Operations) (Training Center Program Manager (TCPM)),Federal Aviation Administration,"Tutuila Island, American Samoa",FG,107446,139684,1825,2026-05-02,2026-05-22,https://www.usajobs.gov:443/job/867665600
"Aviation Safety Inspector (Operations), Aircrew Program Manager (APM) - Flight Program",Federal Aviation Administration,"Watkins, Colorado",FG,106382,138296,1825,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/861774400
Aviation Safety Inspector (Principal Operations Insp) (General Aviation Operations),Federal Aviation Administration,"South Portland, Maine",FG,120548,156715,1825,2026-05-08,2026-05-29,https://www.usajobs.gov:443/job/864639400
Aviation Safety Inspector (Roto-Heli Flight Oversight),Federal Aviation Administration,"San Juan, Puerto Rico",FG,125776,197200,1825,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868434000
Aviation Safety Inspector (Rotorcraft-Helicopter),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-13,2026-05-28,https://www.usajobs.gov:443/job/857573500
Aviation Safety Inspector (Rotorcraft-Helicopter)  (Principal Operations Inspector (POI)),Federal Aviation Administration,"Spokane Valley, Washington",FG,105932,137714,1825,2026-05-05,2026-05-26,https://www.usajobs.gov:443/job/864499500
"Aviation Safety Inspector, (Air Carrier-Operations), Principal Operations Inspector (POI)",Federal Aviation Administration,"Tutuila Island, American Samoa",FG,107446,139684,1825,2026-04-29,2026-05-20,https://www.usajobs.gov:443/job/866976400
"Aviation Safety Inspector, Assistant Aircrew Program Manager (Air Carrier Flight Oversight)",Federal Aviation Administration,"Phoenix, Arizona",FG,90925,118024,1825,2026-05-13,2026-06-03,https://www.usajobs.gov:443/job/863192000
"Aviation Safety Inspector, Kansas City FSDO, CESD63-2 (AW-FAASTeam Program Manager)",Federal Aviation Administration,"Kansas City, Missouri",FG,127829,166182,1825,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868465200
"Aviation Safety Inspector, POI - Flight Program (GAO) ",Federal Aviation Administration,"El Segundo, California",FG,146632,190927,1825,2026-05-06,2026-05-26,https://www.usajobs.gov:443/job/867859400
Aviation Safety Technician,Federal Aviation Administration,"Des Moines, Washington",FG,62809,90190,1802,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866878500
Aviation Safety Technician,Federal Aviation Administration,"North Olmsted, Ohio",FG,58350,83787,1802,2026-05-07,2026-05-27,https://www.usajobs.gov:443/job/868132200
Aviation Safety Technician,Federal Aviation Administration,"Saint Ann, Missouri",FG,57300,82279,1802,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868346700
Aviation Safety Technician,Federal Aviation Administration,"Teterboro, New Jersey",FG,72737,94563,1802,2026-05-05,2026-05-26,https://www.usajobs.gov:443/job/867853700
Civil Engineer,Federal Aviation Administration,"Kansas City, Missouri",FV,63052,141213,0810,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868304500
Civil Engineer,Federal Aviation Administration,"Kansas City, Missouri",FV,63052,141213,0810,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868304700
DIRECT HIRE - Aviation Safety Inspector (Cabin Safety - Irving CMO),Federal Aviation Administration,"Irving, Texas",FG,76463,99404,1825,2026-05-08,2026-05-21,https://www.usajobs.gov:443/job/868349800
DIRECT HIRE - Aviation Safety Inspector (Operations-Rotorcraft-Helicopter),Federal Aviation Administration,"Anchorage, Alaska",FG,59759,99404,1825,2026-04-14,2026-05-21,https://www.usajobs.gov:443/job/864867200
Electronics Engineer,Federal Aviation Administration,"Anchorage, Alaska",FV,53528,148037,0855,2026-05-01,2026-05-21,https://www.usajobs.gov:443/job/866819100
Engineering Technician (Field Coordinator),Federal Aviation Administration,"Des Plaines, Illinois",FV,101222,156879,0802,2026-05-12,2026-06-01,https://www.usajobs.gov:443/job/868674700
General Engineer,Federal Aviation Administration,"Washington, District of Columbia",FV,112283,173980,0801,2026-05-06,2026-05-20,https://www.usajobs.gov:443/job/867897400
General Engineer (Lead Engineer),Federal Aviation Administration,"Queens, New York",FV,131727,204217,0801,2026-05-11,2026-05-20,https://www.usajobs.gov:443/job/868412300
Government Information Specialist (FOIA),Federal Aviation Administration,"Tutuila Island, American Samoa",FG,76463,118204,0306,2026-05-02,2026-05-22,https://www.usajobs.gov:443/job/867512900
IT Specialist (Systems Administration),Federal Aviation Administration,"Hampton, Georgia",FV,95753,148403,2210,2026-05-04,2026-05-26,https://www.usajobs.gov:443/job/867645200
IT Specialist (Systems Analysis),Federal Aviation Administration,"San Diego, California",FV,95489,148037,2210,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866781200
Lead Aeronautical Information Specialist,Federal Aviation Administration,"Oklahoma City, Oklahoma",FV,95489,148037,1361,2026-04-30,2026-05-20,https://www.usajobs.gov:443/job/867252900
Management and Program Analyst,Federal Aviation Administration,"Fort Worth, Texas",FG,81186,126502,0343,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866829800
Management and Program Analyst (Finance Analyst),Federal Aviation Administration,"Fort Worth, Texas",FG,115711,150426,0343,2026-04-27,2026-05-18,https://www.usajobs.gov:443/job/866347300
Management and Program Analyst (Technical Support Management Specialist),Federal Aviation Administration,"Des Plaines, Illinois",FV,84153,156879,0343,2026-05-09,2026-05-19,https://www.usajobs.gov:443/job/868498500
Management and Program Analyst (Technical Support Management Specialist),Federal Aviation Administration,"Rancho Cordova, California",FV,83446,155560,0343,2026-04-30,2026-05-20,https://www.usajobs.gov:443/job/867081600
Management and Program Assistant,Federal Aviation Administration,"Bedford, Massachusetts",FV,62087,93135,0344,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866771200
Management and Program Assistant,Federal Aviation Administration,"Blountville, Tennessee",FV,54819,82232,0344,2026-05-09,2026-05-18,https://www.usajobs.gov:443/job/868549900
Management and Program Assistant,Federal Aviation Administration,"Boise, Idaho",FV,54819,82232,0344,2026-04-29,2026-05-19,https://www.usajobs.gov:443/job/867044100
Management and Program Assistant,Federal Aviation Administration,"Burlington, Vermont",FV,55938,83911,0344,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866772500
Management and Program Assistant,Federal Aviation Administration,"Chicago, Illinois",FV,61282,91927,0344,2026-05-07,2026-05-28,https://www.usajobs.gov:443/job/868170400
Management and Program Assistant,Federal Aviation Administration,"Coraopolis, Pennsylvania",FV,46830,70248,0344,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868443200
Management and Program Assistant,Federal Aviation Administration,"Eugene, Oregon",FV,46830,70248,0344,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868329800
Management and Program Assistant,Federal Aviation Administration,"Houston, Texas",FV,63221,94835,0344,2026-05-02,2026-05-22,https://www.usajobs.gov:443/job/867595200
Management and Program Assistant,Federal Aviation Administration,"Juneau, Alaska",FV,55263,92980,0344,2026-04-01,2026-05-22,https://www.usajobs.gov:443/job/863303100
Management and Program Assistant,Federal Aviation Administration,"Longmont, Colorado",FV,61123,91688,0344,2026-04-23,2026-05-20,https://www.usajobs.gov:443/job/865850600
Management and Program Assistant,Federal Aviation Administration,"Madison, Wisconsin",FV,54819,82232,0344,2026-05-08,2026-05-29,https://www.usajobs.gov:443/job/868264400
Management and Program Assistant,Federal Aviation Administration,"Nashua, New Hampshire",FV,62087,93135,0344,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866760700
Management and Program Assistant,Federal Aviation Administration,"Syracuse, New York",FV,54819,82232,0344,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866769600
Management and Program Assistant,Federal Aviation Administration,"Warwick, Rhode Island",FV,62087,93135,0344,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866779800
Management and Program Assistant ,Federal Aviation Administration,"Fremont, California",FV,68531,102801,0344,2026-04-24,2026-05-19,https://www.usajobs.gov:443/job/866437400
Management and Program Assistant ,Federal Aviation Administration,"Los Angeles County, California",FV,63909,95867,0344,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868394400
Management and Program Assistant ,Federal Aviation Administration,"San Francisco, California",FV,68531,102801,0344,2026-04-23,2026-05-18,https://www.usajobs.gov:443/job/866062300
"PUBLIC NOTICE - Airway Transportation Systems Specialist (G- ENV, RAD, NAV, AUT, COM & F ENTRY)",Federal Aviation Administration,"Belgium, Belgium",FV,69552,82976,2101,2026-04-01,2026-09-30,https://www.usajobs.gov:443/job/862553500
Physician  (Aerospace Medicine),Federal Aviation Administration,"Oklahoma City, Oklahoma",FV,184903,228000,0602,2026-04-15,2026-06-01,https://www.usajobs.gov:443/job/865204300
Physician  (Aerospace Medicine),Federal Aviation Administration,"Oklahoma City, Oklahoma",FV,184903,228000,0602,2026-04-15,2026-06-01,https://www.usajobs.gov:443/job/865204500
Program Manager ,Federal Aviation Administration,"Fort Worth, Texas",FV,142891,221407,0340,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868273400
Program Manager  (District Executive Advisor),Federal Aviation Administration,"Indianapolis, Indiana",FV,112820,174906,0340,2026-05-07,2026-05-18,https://www.usajobs.gov:443/job/868118200
Program Manager (Operations Support Manager),Federal Aviation Administration,"Oakland, California",FV,95489,148037,0340,2026-05-05,2026-05-18,https://www.usajobs.gov:443/job/867785500
Program Specialist,Federal Aviation Administration,"Belgium, Belgium",FV,95489,148037,0301,2026-05-05,2026-05-18,https://www.usajobs.gov:443/job/867718200
Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FG,34454,162672,0861,2025-12-12,2026-12-11,https://www.usajobs.gov:443/job/852272900
Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,52998,172257,0861,2025-12-12,2026-12-11,https://www.usajobs.gov:443/job/852274600
Public Notice for Air Traffic Control Specialist (Direct Hire),Federal Aviation Administration,"Saint Thomas, Virgin Islands",AT,47026,177543,2152,2025-10-03,2026-10-02,https://www.usajobs.gov:443/job/847375100
Public Notice for Air Traffic Control Specialist - Trainee (Direct Hire),Federal Aviation Administration,"Cold Bay, Alaska",AT,45603,128842,2152,2025-12-04,2026-06-26,https://www.usajobs.gov:443/job/851526800
Public Notice for Airplane Pilot (Direct Hire),Federal Aviation Administration,"Sacramento, California",FV,77351,148037,2181,2026-03-23,2027-03-22,https://www.usajobs.gov:443/job/856925300
Public Notice for Chemist (Direct Hire),Federal Aviation Administration,"Atlantic City, New Jersey",FV,64308,173890,1320,2026-04-09,2027-04-08,https://www.usajobs.gov:443/job/864463400
Public Notice for Civil Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,53528,173980,0810,2026-04-14,2027-04-13,https://www.usajobs.gov:443/job/864890800
Public Notice for Computer Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,53528,173980,0854,2026-02-24,2027-02-23,https://www.usajobs.gov:443/job/858636600
Public Notice for Electrical Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,53528,173980,0850,2026-02-24,2027-02-23,https://www.usajobs.gov:443/job/858635700
