Position Title,Agency,Location,Grade,Salary Min,Salary Max,Job Code,Opening Date,Closing Date,Job URL
Public Notice for Electronics Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FG,34799,164301,0855,2026-02-24,2027-02-23,https://www.usajobs.gov:443/job/858682400
Public Notice for Electronics Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,53528,173980,0855,2026-02-24,2027-02-23,https://www.usajobs.gov:443/job/858672400
Public Notice for Engineering Technician (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,46830,82976,0802,2026-02-24,2027-02-23,https://www.usajobs.gov:443/job/858693800
Public Notice for Environmental Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,53528,173980,0819,2026-04-14,2027-04-13,https://www.usajobs.gov:443/job/864912000
Public Notice for General Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FG,34454,162672,0801,2025-12-12,2026-12-11,https://www.usajobs.gov:443/job/852270000
Public Notice for General Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,52998,172257,0801,2025-12-12,2026-12-11,https://www.usajobs.gov:443/job/852270300
"Public Notice for General Inspection, Investigation, Enforcement, and Compliance (Direct Hire)",Federal Aviation Administration,"Belgium, Belgium",FG,34454,162672,1801,2025-12-30,2026-09-30,https://www.usajobs.gov:443/job/853257300
"Public Notice for General Inspection, Investigation, Enforcement, and Compliance (Direct Hire)",Federal Aviation Administration,"Belgium, Belgium",FV,52998,172257,1801,2025-12-30,2026-09-30,https://www.usajobs.gov:443/job/853256200
Public Notice for Industrial Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,53528,173980,0896,2026-04-14,2027-04-13,https://www.usajobs.gov:443/job/864906500
Public Notice for Mechanical Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,53528,173980,0830,2026-02-24,2027-02-23,https://www.usajobs.gov:443/job/858633700
Public Notice for Medical Officer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,156999,228000,0602,2026-02-07,2027-02-05,https://www.usajobs.gov:443/job/856925000
Public Notice for Psychology (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,64308,173980,0180,2026-02-24,2026-09-30,https://www.usajobs.gov:443/job/858713900
Public Notice for Safety Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,53528,173980,0803,2026-04-14,2027-04-13,https://www.usajobs.gov:443/job/864894100
Regulatory Compliance Specialist,Federal Aviation Administration,"Oklahoma City, Oklahoma",FV,75279,116689,1801,2026-05-12,2026-05-21,https://www.usajobs.gov:443/job/868671200
"SATCS, Air Traffic Manager (MSS-4, Level-5)",Federal Aviation Administration,"Newport News, Virginia",AT,99636,124542,2152,2026-05-07,2026-05-18,https://www.usajobs.gov:443/job/868144600
"SATCS, Operations Supervisor (MSS-2, Level 5)",Federal Aviation Administration,"Reading, Pennsylvania",AT,99163,128913,2152,2026-05-09,2026-05-29,https://www.usajobs.gov:443/job/859021200
Supervisory Aeronautical Information Specialist (Sub-Team Manager),Federal Aviation Administration,"College Park, Georgia",FV,118206,183255,1361,2026-05-11,2026-05-20,https://www.usajobs.gov:443/job/868427100
Supervisory Air Traffic Control Specialist  (Operations Supervisor),Federal Aviation Administration,"Swanton, Ohio",AT,99444,129278,2152,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868256800
Supervisory Air Traffic Control Specialist  (Operations Supervisor),Federal Aviation Administration,"Waterford, Michigan",AT,109689,142597,2152,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868257400
Supervisory Air Traffic Control Specialist (General Manager),Federal Aviation Administration,"Philadelphia, Pennsylvania",AT,204980,228000,2152,2026-05-16,2026-05-25,https://www.usajobs.gov:443/job/864805800
Supervisory Air Traffic Control Specialist (Operations Supervisor - MSS-2),Federal Aviation Administration,"Fort Wayne, Indiana",AT,89991,116991,2152,2026-03-25,2026-06-23,https://www.usajobs.gov:443/job/862310200
Supervisory Air Traffic Control Specialist (Operations Supervisor),Federal Aviation Administration,"Newark, New Jersey",AT,191373,228000,2152,2026-05-07,2026-05-18,https://www.usajobs.gov:443/job/868202100
"Supervisory Air Traffic Control Specialist (Operations Supervisor, Level 9)",Federal Aviation Administration,"Phoenix, Arizona",AT,138960,180648,2152,2026-05-09,2026-05-18,https://www.usajobs.gov:443/job/846932500
Supervisory Air Traffic Control Specialist (Support Manager - MSS-3),Federal Aviation Administration,"Elgin, Illinois",AT,199281,228000,2152,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868288700
"Supervisory Air Traffic Control Specialist (Traffic Management Officer , MSS-3, Level 10)",Federal Aviation Administration,"Anchorage, Alaska",AT,182396,228000,2152,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868461600
"Supervisory Air Traffic Control Specialist, (MSS-4, Level 6), Air Traffic Manager",Federal Aviation Administration,"Everett, Washington",AT,121932,152412,2152,2026-05-07,2026-05-18,https://www.usajobs.gov:443/job/868164200
"Supervisory Air Traffic Control Specialist, Air Traffic Manager",Federal Aviation Administration,"Bismarck, North Dakota",AT,98176,122717,2152,2026-05-01,2026-06-01,https://www.usajobs.gov:443/job/867409300
"Supervisory Air Traffic Control Specialist, Air Traffic Manager",Federal Aviation Administration,"Sioux City, Iowa",AT,98176,122717,2152,2026-05-09,2026-05-22,https://www.usajobs.gov:443/job/868514200
"Supervisory Air Traffic Control Specialist, MSS-2, Level 5 (Operations Supervisor)",Federal Aviation Administration,"Evansville, Indiana",AT,89992,116990,2152,2026-05-06,2026-05-22,https://www.usajobs.gov:443/job/868000100
"Supervisory Air Traffic Control Specialist, MSS-2, Level 6 (Operations Supervisor)",Federal Aviation Administration,"Terre Haute, Indiana",AT,99444,129278,2152,2026-05-06,2026-05-22,https://www.usajobs.gov:443/job/867974100
"Supervisory Air Traffic Control Specialist, Operations Supervisor",Federal Aviation Administration,"Bismarck, North Dakota",AT,89992,116990,2152,2026-02-27,2026-05-29,https://www.usajobs.gov:443/job/859010600
"Supervisory Air Traffic Control Specialist, Operations Supervisor",Federal Aviation Administration,"Nantucket, Massachusetts",AT,101923,132501,2152,2026-04-02,2026-06-05,https://www.usajobs.gov:443/job/863546500
"Supervisory Air Traffic Control Specialist, Operations Supervisor, Level 5 (AT-2152-EJ)",Federal Aviation Administration,"Roswell, New Mexico",AT,89992,116990,2152,2026-04-28,2026-05-29,https://www.usajobs.gov:443/job/866845400
Supervisory Airway Transportation Systems Specialist  (SSC Manager),Federal Aviation Administration,"Oklahoma City, Oklahoma",FV,111779,173292,2101,2026-05-05,2026-05-18,https://www.usajobs.gov:443/job/867730700
Supervisory Airway Transportation Systems Specialist (SSC Manager),Federal Aviation Administration,"Jackson, Mississippi",FV,111779,173292,2101,2026-04-30,2026-05-22,https://www.usajobs.gov:443/job/867268400
Supervisory Airway Transportation Systems Specialist (SSC Manager),Federal Aviation Administration,"Memphis, Tennessee",FV,111779,173292,2101,2026-05-08,2026-05-28,https://www.usajobs.gov:443/job/868413900
Supervisory Aviation Safety Inspector ,Federal Aviation Administration,"Boise, Idaho",FV,131438,203661,1825,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868439700
Supervisory Aviation Safety Inspector (Front Line Manager),Federal Aviation Administration,"Sacramento, California",FV,123907,192093,1825,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866768000
Supervisory Aviation Safety Inspector (Front Line Manager),Federal Aviation Administration,"San Juan, Puerto Rico",FV,95489,148037,1825,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868354500
Supervisory Aviation Safety Inspector (OPS) (Front Line Manager),Federal Aviation Administration,"Tutuila Island, American Samoa",FV,94544,146571,1825,2026-05-09,2026-05-18,https://www.usajobs.gov:443/job/868605600
"Supervisory Aviation Safety Inspector, AW (Front Line Manager) ",Federal Aviation Administration,"El Segundo, California",FV,130333,202056,1825,2026-05-09,2026-05-18,https://www.usajobs.gov:443/job/868588900
Supervisory Aviation Technical Systems Specialist,Federal Aviation Administration,"Anchorage, Alaska",FV,126389,195942,2186,2026-04-28,2026-05-18,https://www.usajobs.gov:443/job/866813300
Supervisory Aviation Technical Systems Specialist,Federal Aviation Administration,"Anchorage, Alaska",FV,148618,228000,2186,2026-05-07,2026-05-20,https://www.usajobs.gov:443/job/868135400
Supervisory Aviation Technical Systems Specialist,Federal Aviation Administration,"Anchorage, Alaska",FV,148618,228000,2186,2026-05-07,2026-05-20,https://www.usajobs.gov:443/job/868137900
Supervisory Aviation Technical Systems Specialist,Federal Aviation Administration,"Anchorage, Alaska",FV,148618,228000,2186,2026-05-08,2026-05-21,https://www.usajobs.gov:443/job/868400500
Supervisory Aviation Technical Systems Specialist,Federal Aviation Administration,"Indianapolis, Indiana",FV,112820,174906,2186,2026-05-05,2026-05-18,https://www.usajobs.gov:443/job/867696500
Supervisory Aviation Technical Systems Specialist,Federal Aviation Administration,"Memphis, Tennessee",FV,131438,203661,2186,2026-04-30,2026-05-22,https://www.usajobs.gov:443/job/867273200
"Supervisory Aviation Technical Systems Specialist
 (ADO Manager)",Federal Aviation Administration,"Fort Worth, Texas",FV,142891,221407,2186,2026-04-29,2026-05-21,https://www.usajobs.gov:443/job/867015700
Supervisory Aviation Technical Systems Specialist (EOSH Support Operations Group (ESOG) Manager),Federal Aviation Administration,"Fort Worth, Texas",FV,142891,221407,2186,2026-05-05,2026-05-29,https://www.usajobs.gov:443/job/867744200
Supervisory IT Specialist,Federal Aviation Administration,"San Diego, California",FV,127688,197955,2210,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868304000
"Supervisory Program Management 
Specialist (Front-Line Manager )",Federal Aviation Administration,"San Juan, Puerto Rico",FV,131438,228000,0301,2026-05-08,2026-05-18,https://www.usajobs.gov:443/job/868404400
Supervisory Program Specialist (Front Line Manager),Federal Aviation Administration,"Denver, Colorado",FV,95489,148037,0301,2026-05-11,2026-05-20,https://www.usajobs.gov:443/job/868260900
Supervisory Systems Accountant,Federal Aviation Administration,"Washington, District of Columbia",FV,150392,228000,0510,2026-05-07,2026-05-18,https://www.usajobs.gov:443/job/868157000
Technical Operations (AJW) Airway Transportation Systems Specialist Employee Requested Reassignment,Federal Aviation Administration,"Saint Croix, Virgin Islands",FV,46366,146571,2101,2025-09-29,2026-09-28,https://www.usajobs.gov:443/job/846713900
Telecommunications Specialist,Federal Aviation Administration,"Nashville, Tennessee",FV,90547,140335,0391,2026-04-29,2026-05-19,https://www.usajobs.gov:443/job/867057200
 Attorney Advisor,Federal Highway Administration,"Lakewood, Colorado",GS,83265,182790,0905,2026-05-01,2026-05-18,https://www.usajobs.gov:443/job/867451300
Civil Engineer (Highway) (Claims),Federal Highway Administration,"Lakewood, Colorado",GS,118675,154280,0810,2026-04-21,2026-10-19,https://www.usajobs.gov:443/job/865979200
Civil Engineer (Highway) (Design)  -  DIRECT HIRE,Federal Highway Administration,"Lakewood, Colorado",GS,80465,129741,0810,2026-04-27,2026-10-06,https://www.usajobs.gov:443/job/866884700
Civil Engineer (Highway) (Highway Safety Engineer),Federal Highway Administration,"Lakewood, Colorado",GS,118675,154280,0810,2026-05-01,2026-05-26,https://www.usajobs.gov:443/job/867518300
Civil Engineer (Highway) (PDP) (Direct Hire),Federal Highway Administration,"Montgomery, Alabama",GS,56039,90540,0810,2026-04-23,2026-05-21,https://www.usajobs.gov:443/job/866321500
Civil Engineer (Highway)(Project Manager) Direct Hire -SME,Federal Highway Administration,"Lakewood, Colorado",GS,118675,154280,0810,2026-04-07,2026-10-06,https://www.usajobs.gov:443/job/864056200
Civil Engineer (Structural) - DIRECT HIRE,Federal Highway Administration,"Lakewood, Colorado",GS,118675,154280,0810,2026-04-10,2026-10-09,https://www.usajobs.gov:443/job/864665200
Civil Engineer - Structural - DIRECT HIRE,Federal Highway Administration,"Lakewood, Colorado",GS,83265,129742,0810,2026-04-24,2026-10-23,https://www.usajobs.gov:443/job/866358000
Civil Engineer Highway Construction Project Engineer - DH,Federal Highway Administration,"Grand Junction, Colorado",GS,85447,133142,0810,2026-04-08,2026-10-08,https://www.usajobs.gov:443/job/864303200
Community Planner (PDP) (Direct Hire),Federal Highway Administration,"Tallahassee, Florida",GS,50460,87482,0020,2026-04-23,2026-05-21,https://www.usajobs.gov:443/job/866322100
Financial Specialist (PDP) (Direct Hire),Federal Highway Administration,"Cambridge, Massachusetts",GS,50460,90882,0501,2026-04-23,2026-05-21,https://www.usajobs.gov:443/job/866322600
Land Surveyor (Right-of-Way/Utility Specialist) (Open to both U.S. Citizens and Federal Employees),Federal Highway Administration,"Lakewood, Colorado",GS,83265,129742,1373,2026-04-24,2026-05-25,https://www.usajobs.gov:443/job/866343000
Lead Civil Engineer (Hydraulics) - DIRECT HIRE,Federal Highway Administration,"Juneau, Alaska",GS,147945,197200,0810,2026-05-01,2026-05-19,https://www.usajobs.gov:443/job/867389300
Lead Civil Engineer (Structural) ADL -  DIRECT HIRE,Federal Highway Administration,"Juneau, Alaska",GS,147945,197200,0810,2026-05-01,2026-05-19,https://www.usajobs.gov:443/job/867382400
Lead Civil Engineer - DIRECT HIRE SME,Federal Highway Administration,"Bismarck, North Dakota",GS,106437,138370,0810,2026-04-02,2026-06-03,https://www.usajobs.gov:443/job/863450600
Supervisory Attorney Advisor (Assistant Chief Counsel),Federal Highway Administration,"Lakewood, Colorado",GS,124995,157100,0905,2026-05-01,2026-05-18,https://www.usajobs.gov:443/job/867453500
Supervisory Civil Engineer (Highway) (Construction Operations Engineer) - SME,Federal Highway Administration,"Lakewood, Colorado",GS,118675,154280,0810,2026-04-09,2026-10-06,https://www.usajobs.gov:443/job/864483900
Railroad Safety Inspector (Signal & Train Control) -SME,Federal Railroad Administration,"Bakersfield, California",GS,89508,145468,2121,2026-05-01,2026-07-30,https://www.usajobs.gov:443/job/867584000
Railroad Safety Inspector (Track)- DIRECT HIRE- SME ,Federal Railroad Administration,"Los Angeles, California",GS,89508,145468,2121,2026-05-01,2026-07-30,https://www.usajobs.gov:443/job/867582400
General Engineer - DIRECT HIRE,Federal Transit Administration,"Denver, Colorado",GS,127829,192694,0801,2026-05-06,2026-05-19,https://www.usajobs.gov:443/job/868102900
Budget Analyst (SME) (Open to both U.S. Citizens and Federal Employees),Great Lakes Saint Lawrence Seaway Development Corporation,"Massena, New York",GS,74678,116362,0560,2026-03-13,2026-06-15,https://www.usajobs.gov:443/job/860968600
Deputy Administrator,Great Lakes Saint Lawrence Seaway Development Corporation,"Washington, District of Columbia",ES,151661,228000,0340,2026-05-05,2026-05-19,https://www.usajobs.gov:443/job/867876100
General Engineer (Electrical) - DIRECT HIRE,Great Lakes Saint Lawrence Seaway Development Corporation,"Massena, New York",GS,106437,138370,0801,2026-03-23,2026-08-20,https://www.usajobs.gov:443/job/861936000
Marine Transportation Specialist (Ship Inspector) (Open to both U.S. Citizens and Federal Employees),Great Lakes Saint Lawrence Seaway Development Corporation,"Massena, New York",GS,89508,138370,2150,2026-03-20,2026-07-20,https://www.usajobs.gov:443/job/861825000
Marine Transportation Supervisor (Vessel Master) - SME (Open to both U.S. Citizens and Federal Employees),Great Lakes Saint Lawrence Seaway Development Corporation,"Massena, New York",GS,125776,163514,2150,2026-02-25,2026-08-24,https://www.usajobs.gov:443/job/858760400
Small Craft Operator (Open to both U.S. Citizens and Federal Employees),Great Lakes Saint Lawrence Seaway Development Corporation,"Massena, New York",WG,29.42,40.59,5786,2026-03-20,2026-05-20,https://www.usajobs.gov:443/job/861915300
Supervisory General Engineer (Chief Engineer)- DIRECT HIRE,Great Lakes Saint Lawrence Seaway Development Corporation,"Massena, New York",GS,125776,163514,0801,2026-03-16,2026-08-14,https://www.usajobs.gov:443/job/861227200
Engineering Technician (Mechanical) SME (Open to both U.S. Citizens and Federal Employees),Maritime Administration,"Kings Point, New York",GS,88005,114413,0802,2026-01-06,2026-07-06,https://www.usajobs.gov:443/job/853651900
Marine Engineer (Assistant/Associate) Professor,Maritime Administration,"Kings Point, New York",AD,84896,146699,0801,2025-10-16,2026-10-16,https://www.usajobs.gov:443/job/848149900
Marine Transportation (Assistant/Associate Professor) ,Maritime Administration,"Kings Point, New York",AD,84896,146699,2101,2025-12-22,2026-06-22,https://www.usajobs.gov:443/job/852961200
Recruitment Specialist - DIRECT HIRE,Maritime Administration,"Kings Point, New York",GS,88005,114113,0301,2026-03-20,2026-06-19,https://www.usajobs.gov:443/job/861737900
Small Craft Operator (Open to both U.S. Citizens and Federal Employees),Maritime Administration,"Beaumont, Texas",WG,30.97,36.16,5786,2026-05-05,2026-05-18,https://www.usajobs.gov:443/job/867996000
Small Craft Operator (Open to both U.S. Citizens and Federal Employees),Maritime Administration,"Benicia, California",WG,37.51,43.69,5786,2026-05-06,2026-05-19,https://www.usajobs.gov:443/job/868101100
Safety Compliance Engineer (Open to both U.S. Citizens and Federal Employees),National Highway Traffic Safety Administration,"Washington, District of Columbia",GS,102415,187093,0801,2026-05-07,2026-05-21,https://www.usajobs.gov:443/job/868265900
Supervisory General Engineer (Open to both U.S. Citizens and Federal Employees),National Highway Traffic Safety Administration,"East Liberty, Ohio",GS,154378,197200,0801,2026-05-07,2026-05-21,https://www.usajobs.gov:443/job/868255100
Aviation Policy Advisor (ICAO Secondee) (P) (Open to both U.S. Citizens and Federal Employees),Office of the Secretary of Transportation,"Washington, District of Columbia",GS,121785,187093,2101,2026-05-08,2026-06-08,https://www.usajobs.gov:443/job/868635900
Deputy Assistant Secretary for Transportation Policy,Office of the Secretary of Transportation,"Washington, District of Columbia",ES,151661,228000,0340,2026-04-29,2026-05-26,https://www.usajobs.gov:443/job/867064200
"Director, Center for Infrastructure Systems and Technology",Office of the Secretary of Transportation,"Cambridge, Massachusetts",ES,151661,218800,0340,2026-04-30,2026-06-01,https://www.usajobs.gov:443/job/867188700
Program Specialist (Open to both U.S. Citizens and Federal Employees),Office of the Secretary of Transportation,"Washington, District of Columbia",GS,102415,158322,0340,2026-04-08,2026-06-15,https://www.usajobs.gov:443/job/864402300
"Supervisory Transportation Industry Analyst (Chief, Int'l Aviation Pricing / Multi Affairs)",Office of the Secretary of Transportation,"Washington, District of Columbia",GS,169279,197200,2110,2026-05-06,2026-06-05,https://www.usajobs.gov:443/job/868005800
General Engineer (Inspector) - DIRECT HIRE,Pipeline and Hazardous Materials Safety Administration,"Anchorage, Alaska",GS,74678,163062,0801,2026-01-16,2026-07-14,https://www.usajobs.gov:443/job/854815700
Liquefied Natural Gas Engineer (Open to both U.S. Citizens and Federal Employees),Pipeline and Hazardous Materials Safety Administration,"Lake Charles, Louisiana",GS,88621,161889,0801,2026-01-09,2026-07-09,https://www.usajobs.gov:443/job/854078300
Transportation Specialist (Inspector) SME (Open to both U.S. Citizens and Federal Employees),Pipeline and Hazardous Materials Safety Administration,"Anchorage, Alaska",GS,62729,137128,2101,2026-02-18,2026-06-15,https://www.usajobs.gov:443/job/858080600
