Position Title,Agency,Location,Grade,Salary Min,Salary Max,Job Code,Opening Date,Closing Date,Job URL
Airway Transportation Systems Specialist  (Program Manager),Federal Aviation Administration,"Rancho Cordova, California",FV,95489,148037,2101,2026-02-11,2026-03-04,https://www.usajobs.gov:443/job/857238600
Airway Transportation Systems Specialist (Automation),Federal Aviation Administration,"Houston, Texas",FV,104424,161842,2101,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857489300
Airway Transportation Systems Specialist (COORDINATOR),Federal Aviation Administration,"Anchorage, Alaska",FV,102382,158677,2101,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859090600
Airway Transportation Systems Specialist (Coordinator),Federal Aviation Administration,"Miami, Florida",FV,96433,149458,2101,2026-02-28,2026-03-20,https://www.usajobs.gov:443/job/859248800
Airway Transportation Systems Specialist (NAS),Federal Aviation Administration,"Nashua, New Hampshire",FV,101536,157367,2101,2025-09-29,2026-03-28,https://www.usajobs.gov:443/job/846693400
Airway Transportation Systems Specialist (NAV NASTEP),Federal Aviation Administration,"Anchorage, Alaska",FV,77351,119883,2101,2026-02-21,2026-03-13,https://www.usajobs.gov:443/job/858398800
Airway Transportation Systems Specialist (NAV/COMM),Federal Aviation Administration,"Miami, Florida",FV,96433,149458,2101,2026-02-18,2026-03-10,https://www.usajobs.gov:443/job/857928400
Airway Transportation Systems Specialist (RADAR Technician -in-Depth TID),Federal Aviation Administration,"Anchorage, Alaska",FV,102382,158677,2101,2026-02-25,2026-03-17,https://www.usajobs.gov:443/job/858798700
Airway Transportation Systems Specialist (SOC NOM),Federal Aviation Administration,"Palmdale, California",FV,130314,202026,2101,2026-02-12,2026-03-05,https://www.usajobs.gov:443/job/857447500
Airway Transportation Systems Specialist (SS) (STARS),Federal Aviation Administration,"Warwick, Rhode Island",FV,102552,158941,2101,2026-02-28,2026-03-20,https://www.usajobs.gov:443/job/859235400
Airway Transportation Systems Specialist (SS) (STARS),Federal Aviation Administration,"Windsor, Connecticut",FV,102165,158341,2101,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859132600
Airway Transportation Systems Specialist (SSC Coordinator),Federal Aviation Administration,"Phoenix, Arizona",FV,94716,146797,2101,2026-02-27,2026-03-20,https://www.usajobs.gov:443/job/859155800
Airway Transportation Systems Specialist (TSOG),Federal Aviation Administration,"Martinsburg, West Virginia",FV,103604,160571,2101,2026-02-20,2026-03-12,https://www.usajobs.gov:443/job/858283100
Aviation Safety Inspector  (AC- Flight Oversight (ASAP)),Federal Aviation Administration,"Charlotte, North Carolina",FG,90925,118204,1825,2026-02-25,2026-03-17,https://www.usajobs.gov:443/job/858805000
Aviation Safety Inspector  (AC- Flight Oversight (ASAP)),Federal Aviation Administration,"Irving, Texas",FG,115711,150426,1825,2026-02-25,2026-03-17,https://www.usajobs.gov:443/job/858619100
Aviation Safety Inspector  (AW-ACM (PPM)),Federal Aviation Administration,"Coraopolis, Pennsylvania",FG,107446,139684,1825,2026-02-28,2026-03-20,https://www.usajobs.gov:443/job/859359800
Aviation Safety Inspector  (AW-General Aviation Maintenance),Federal Aviation Administration,"Juneau, Alaska",FG,120348,156455,1825,2026-01-23,2026-03-12,https://www.usajobs.gov:443/job/855157300
Aviation Safety Inspector  (Air Carrier Avionics - APPM),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90924,118204,1825,2026-02-20,2026-03-12,https://www.usajobs.gov:443/job/858203100
Aviation Safety Inspector  (Air Carrier Flight Oversight (AAPM)),Federal Aviation Administration,"Irving, Texas",FG,115711,150426,1825,2026-02-24,2026-03-16,https://www.usajobs.gov:443/job/858621300
Aviation Safety Inspector  (Air Carrier Flight Oversight (APOI)),Federal Aviation Administration,"Greensboro, North Carolina",FG,90925,118204,1825,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859215700
Aviation Safety Inspector  (General Aviation - Operations),Federal Aviation Administration,"Enfield, Connecticut",FG,141915,184495,1825,2026-02-06,2026-03-12,https://www.usajobs.gov:443/job/856660800
Aviation Safety Inspector  (General Aviation - Operations),Federal Aviation Administration,"Greensboro, North Carolina",FG,125776,163514,1825,2026-02-25,2026-03-17,https://www.usajobs.gov:443/job/858802100
Aviation Safety Inspector  (General Aviation - Operations),Federal Aviation Administration,"Juneau, Alaska",FG,142216,184886,1825,2026-01-23,2026-03-12,https://www.usajobs.gov:443/job/855156500
Aviation Safety Inspector  (General Aviation - Operations),Federal Aviation Administration,"Louisville, Kentucky",FG,125776,163514,1825,2026-01-08,2026-03-11,https://www.usajobs.gov:443/job/853800400
"Aviation Safety Inspector (AC - Flight Oversight), Assistant Aircrew Program Manager (AAPM)",Federal Aviation Administration,"Denver, Colorado",FG,118675,154280,1825,2026-02-19,2026-03-11,https://www.usajobs.gov:443/job/857990700
"Aviation Safety Inspector (AC - Flight Oversight), Assistant Aircrew Program Manager (AAPM)",Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-25,2026-03-18,https://www.usajobs.gov:443/job/858823300
"Aviation Safety Inspector (AC - Flight Oversight), Assistant Principal Oversight Inspector (APOI)",Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-27,2026-03-20,https://www.usajobs.gov:443/job/859212200
"Aviation Safety Inspector (AC - Flight Oversight), Geographic Program Inspector",Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859121700
Aviation Safety Inspector (AC) (APM) - Flight Oversight),Federal Aviation Administration,"Hapeville, Georgia",FG,133007,172915,1825,2026-02-20,2026-03-12,https://www.usajobs.gov:443/job/858226100
"Aviation Safety Inspector (AW), Air Carrier Avionics - Assistant Principal Avionics Inspector",Federal Aviation Administration,"Watkins, Colorado",FG,90925,118204,1825,2026-02-18,2026-03-10,https://www.usajobs.gov:443/job/857915000
"Aviation Safety Inspector (AW), PAI, Portland FSDO, NMSD64 



















",Federal Aviation Administration,"Hillsboro, Oregon",FG,135522,176183,1825,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857525800
"Aviation Safety Inspector (AW), PAI, Rochester FSDO, EASD23B 



















",Federal Aviation Administration,"Rochester, New York",FG,126657,164659,1825,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857657400
"Aviation Safety Inspector (AW), PPM, PP, Fed Ex CMO, CESD23 (ACM)",Federal Aviation Administration,"Memphis, Tennessee",FG,125776,163514,1825,2026-02-09,2026-03-02,https://www.usajobs.gov:443/job/856937100
Aviation Safety Inspector (AW-ACM)(APMI),Federal Aviation Administration,"Greensboro, North Carolina",FG,90925,118204,1825,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859215500
Aviation Safety Inspector (AW-ACV (APPM)),Federal Aviation Administration,"Coraopolis, Pennsylvania",FG,90925,118204,1825,2026-02-28,2026-03-20,https://www.usajobs.gov:443/job/859358200
Aviation Safety Inspector (AW-ACV (APPM)),Federal Aviation Administration,"Pittsburgh, Pennsylvania",FG,90925,118204,1825,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859077500
"Aviation Safety Inspector (Air Carrier - Avionics), Principal Avionics Inspector",Federal Aviation Administration,"Indianapolis, Indiana",FG,107446,139684,1825,2026-02-14,2026-03-09,https://www.usajobs.gov:443/job/857760900
"Aviation Safety Inspector (Air Carrier - Avionics), Principal Avionics Inspector",Federal Aviation Administration,"San Juan, Puerto Rico",FG,107446,139684,1825,2026-02-28,2026-03-23,https://www.usajobs.gov:443/job/859290500
Aviation Safety Inspector (Air Carrier Flight Oversight (ASAP)),Federal Aviation Administration,"Irving, Texas",FG,115711,150426,1825,2026-02-25,2026-03-17,https://www.usajobs.gov:443/job/858800000
"Aviation Safety Inspector (Air Carrier Flight Oversight), Aircrew Program Manager (APM)",Federal Aviation Administration,"San Juan, Puerto Rico",FG,107446,139684,1825,2026-02-27,2026-03-20,https://www.usajobs.gov:443/job/859046000
Aviation Safety Inspector (Air Carrier Operations),Federal Aviation Administration,"San Juan, Puerto Rico",FG,107446,139684,1825,2026-03-02,2026-03-23,https://www.usajobs.gov:443/job/859250400
"Aviation Safety Inspector (Air Carrier-Maintenance), Principal Maintenance Inspector",Federal Aviation Administration,"Indianapolis, Indiana",FG,107446,139684,1825,2026-02-27,2026-03-20,https://www.usajobs.gov:443/job/859135100
Aviation Safety Inspector (Airworthiness) (FAAST Program Manager),Federal Aviation Administration,"Milwaukee, Wisconsin",FG,131535,171001,1825,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857526000
"Aviation Safety Inspector (Airworthiness), ACM, Geographic Program Inspector",Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859119900
"Aviation Safety Inspector (Airworthiness), ACV, Geographic Program Inspector",Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859119300
"Aviation Safety Inspector (Airworthiness), ACV, Geographic Program Inspector",Federal Aviation Administration,"Watkins, Colorado",FG,90925,118204,1825,2026-02-20,2026-03-12,https://www.usajobs.gov:443/job/853365000
"Aviation Safety Inspector (Airworthiness), Air Carrier Avionics",Federal Aviation Administration,"San Juan, Puerto Rico",FG,107446,139684,1825,2026-03-02,2026-03-23,https://www.usajobs.gov:443/job/859270700
"Aviation Safety Inspector (Airworthiness), Air Carrier Maintenance",Federal Aviation Administration,"San Juan, Puerto Rico",FG,107446,139684,1825,2026-03-02,2026-03-23,https://www.usajobs.gov:443/job/859251500
"Aviation Safety Inspector (Airworthiness), Partial Program Manager (PPM)",Federal Aviation Administration,"Denver, Colorado",FG,107446,139684,1825,2026-02-12,2026-03-04,https://www.usajobs.gov:443/job/857386500
Aviation Safety Inspector (Cabin Safety),Federal Aviation Administration,"Houston, Texas",FG,90925,118204,1825,2026-02-25,2026-03-17,https://www.usajobs.gov:443/job/858651100
Aviation Safety Inspector (Cabin Safety),Federal Aviation Administration,"Indianapolis, Indiana",FG,107428,139658,1825,2026-02-14,2026-03-09,https://www.usajobs.gov:443/job/857762700
Aviation Safety Inspector (Flight Oversight) (Air Crew Program Manager),Federal Aviation Administration,"Anchorage, Alaska",FG,120348,156455,1825,2026-02-23,2026-03-16,https://www.usajobs.gov:443/job/854212200
Aviation Safety Inspector (GA-Flight Oversight) (FAAST Program Manager),Federal Aviation Administration,"Linthicum Heights, Maryland",FG,143913,187093,1825,2026-02-14,2026-03-06,https://www.usajobs.gov:443/job/857750100
Aviation Safety Inspector (GAM) (Principal Maintenance Inspector),Federal Aviation Administration,"Reno, Nevada",FG,106855,138913,1825,2026-02-28,2026-03-20,https://www.usajobs.gov:443/job/859329600
Aviation Safety Inspector (General Aviation - Avionics),Federal Aviation Administration,"Cincinnati, Ohio",FG,131009,170317,1825,2026-02-25,2026-03-17,https://www.usajobs.gov:443/job/858671800
Aviation Safety Inspector (General Aviation - Avionics),Federal Aviation Administration,"San Juan, Puerto Rico",FG,107446,139684,1825,2026-02-11,2026-03-03,https://www.usajobs.gov:443/job/857124400
Aviation Safety Inspector (General Aviation - Avionics),Federal Aviation Administration,"Scottsdale, Arizona",FG,131568,171043,1825,2026-02-24,2026-03-16,https://www.usajobs.gov:443/job/854624100
Aviation Safety Inspector (General Aviation - Avionics),Federal Aviation Administration,"Watkins, Colorado",FG,118675,142412,1825,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857568900
Aviation Safety Inspector (General Aviation - Operations),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-11,2026-03-03,https://www.usajobs.gov:443/job/857127200
Aviation Safety Inspector (General Aviation - Operations),Federal Aviation Administration,"Watkins, Colorado",FG,118675,142412,1825,2026-02-11,2026-03-03,https://www.usajobs.gov:443/job/857132300
Aviation Safety Inspector (General Aviation Operations),Federal Aviation Administration,"Casper, Wyoming",FG,125776,150935,1825,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857499900
Aviation Safety Inspector (General Aviation Operations),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-11,2026-03-03,https://www.usajobs.gov:443/job/857263100
Aviation Safety Inspector (General Aviation Operations),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857512900
Aviation Safety Inspector (General Aviation Operations),Federal Aviation Administration,"Scottsdale, Arizona",FG,131568,171043,1825,2026-02-19,2026-03-12,https://www.usajobs.gov:443/job/853602700
Aviation Safety Inspector (General Aviation Operations),Federal Aviation Administration,"Tutuila Island, American Samoa",FV,95489,148037,1825,2026-02-25,2026-03-06,https://www.usajobs.gov:443/job/858732300
Aviation Safety Inspector (General Aviation-Maintenance) (Principal Maintenance Inspector),Federal Aviation Administration,"Albuquerque, New Mexico",FG,107592,139871,1825,2026-02-28,2026-03-20,https://www.usajobs.gov:443/job/859249900
Aviation Safety Inspector (Manufacturing),Federal Aviation Administration,"Singapore, Singapore",FV,95489,148037,1825,2026-02-18,2026-03-10,https://www.usajobs.gov:443/job/857929100
Aviation Safety Inspector (Manufacturing) (Temporary Opportunity),Federal Aviation Administration,"Tutuila Island, American Samoa",FG,107446,139684,1825,2026-02-12,2026-03-04,https://www.usajobs.gov:443/job/857427000
Aviation Safety Inspector (Operations),Federal Aviation Administration,"Tutuila Island, American Samoa",FG,107446,139684,1825,2026-02-11,2026-03-03,https://www.usajobs.gov:443/job/857266300
Aviation Safety Inspector (Operations),Federal Aviation Administration,"Tutuila Island, American Samoa",FG,107446,139684,1825,2026-02-19,2026-03-11,https://www.usajobs.gov:443/job/858051300
"Aviation Safety Inspector (Operations), Assistant Aircrew Program Manager (AAPM) - Flight Program",Federal Aviation Administration,"Indianapolis, Indiana",FG,90025,118204,1825,2026-02-28,2026-03-23,https://www.usajobs.gov:443/job/859298700
"Aviation Safety Inspector (Operations), Geographic Program Inspector - Flight Program",Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859121600
Aviation Safety Inspector (Rotorcraft-Helicopter),Federal Aviation Administration,"San Juan, Puerto Rico",FG,90925,118204,1825,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857573500
Aviation Safety Inspector (Rotorcraft-Helicopter)  (Principal Operations Inspector (POI)),Federal Aviation Administration,"Spokane Valley, Washington",FG,105932,137714,1825,2026-02-26,2026-03-19,https://www.usajobs.gov:443/job/852055300
Aviation Safety Inspector (Rotorcraft-Helicopter)  (Principal Operations Inspector (POI)),Federal Aviation Administration,"Spokane Valley, Washington",FG,106991,139091,1825,2026-02-26,2026-03-18,https://www.usajobs.gov:443/job/858956500
Aviation Safety Inspector APAI (Air Carrier-Avionics ),Federal Aviation Administration,"Salt Lake City, Utah",FG,90925,118204,1825,2026-02-25,2026-03-17,https://www.usajobs.gov:443/job/858717700
Aviation Safety Inspector(Air Carrier Avionics) (Assistant Partial Program Manager),Federal Aviation Administration,"Phoenix, Arizona",FG,90925,118204,1825,2026-02-09,2026-03-02,https://www.usajobs.gov:443/job/856886400
"Aviation Safety Inspector, APOI (Air Carrier Flight Oversight)",Federal Aviation Administration,"Salt Lake City, Utah",FG,90925,118204,1825,2026-02-24,2026-03-17,https://www.usajobs.gov:443/job/858150500
"Aviation Safety Inspector, Charleston FSDO, EASD09 (AW-General Aviation Maintenance)",Federal Aviation Administration,"Charleston, West Virginia",FG,106437,138370,1825,2026-02-10,2026-03-02,https://www.usajobs.gov:443/job/857081100
"Aviation Safety Inspector, Charleston FSDO, EASD09 (GA OPS, APOI)",Federal Aviation Administration,"Charleston, West Virginia",FG,106437,138370,1825,2026-02-10,2026-03-02,https://www.usajobs.gov:443/job/857080700
"Aviation Safety Inspector, Flight Oversight, POI (GAO)  ",Federal Aviation Administration,"Reno, Nevada",FG,106855,164157,1825,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857565800
"Aviation Safety Inspector, PAI, GAV",Federal Aviation Administration,"San Diego, California",FG,143677,186785,1825,2026-02-10,2026-03-02,https://www.usajobs.gov:443/job/857069400
"Aviation Safety Inspector, POI-Flight Program (GAO)  ",Federal Aviation Administration,"Albuquerque, New Mexico",FG,127141,165288,1825,2026-02-23,2026-03-16,https://www.usajobs.gov:443/job/858445800
"Aviation Safety Inspector, POI-Flight Program (GAO)  ",Federal Aviation Administration,"Reno, Nevada",FG,106855,164157,1825,2026-02-13,2026-03-05,https://www.usajobs.gov:443/job/857526600
"Aviation Safety Inspector, PPM  (Air Carrier Avionics)",Federal Aviation Administration,"Orlando, Florida",FG,107446,139684,1825,2026-03-02,2026-03-23,https://www.usajobs.gov:443/job/859368400
"Aviation Safety Inspector, Principal Maintenance Inspector (Air Carrier Maintenance)",Federal Aviation Administration,"Orlando, Florida",FG,107446,139684,1825,2026-02-10,2026-03-02,https://www.usajobs.gov:443/job/856947700
Aviation Safety Inspector-Geographic (Air Worthiness),Federal Aviation Administration,"Salt Lake City, Utah",FG,90925,118204,1825,2026-02-25,2026-03-17,https://www.usajobs.gov:443/job/858781300
Aviation Safety Program Compliance Specialist,Federal Aviation Administration,"Belgium, Belgium",FV,95489,148037,1801,2026-02-23,2026-03-04,https://www.usajobs.gov:443/job/858443000
Aviation Safety Specialist,Federal Aviation Administration,"Belgium, Belgium",FV,77351,148037,1801,2026-02-23,2026-03-04,https://www.usajobs.gov:443/job/858442400
Aviation Safety Technician,Federal Aviation Administration,"Albuquerque, New Mexico",FG,56488,81114,1802,2026-02-21,2026-03-13,https://www.usajobs.gov:443/job/858429100
Aviation Safety Technician,Federal Aviation Administration,"Albuquerque, New Mexico",FG,56488,81114,1802,2026-02-21,2026-03-13,https://www.usajobs.gov:443/job/858430700
Aviation Safety Technician,Federal Aviation Administration,"Anchorage, Alaska",FG,63186,90731,1802,2026-02-10,2026-03-02,https://www.usajobs.gov:443/job/857070300
Aviation Safety Technician,Federal Aviation Administration,"Anchorage, Alaska",FG,63186,90731,1802,2026-02-21,2026-03-02,https://www.usajobs.gov:443/job/857070900
Aviation Safety Technician,Federal Aviation Administration,"Memphis, Tennessee",FG,55882,80243,1802,2026-02-28,2026-03-16,https://www.usajobs.gov:443/job/846844200
Aviation Safety Technician,Federal Aviation Administration,"Memphis, Tennessee",FG,55882,80243,1802,2026-02-26,2026-03-18,https://www.usajobs.gov:443/job/858971200
Aviation Safety Technician,Federal Aviation Administration,"Reno, Nevada",FG,56102,80559,1802,2026-02-14,2026-03-06,https://www.usajobs.gov:443/job/857787900
Aviation Safety Technician,Federal Aviation Administration,"West Columbia, South Carolina",FG,61722,80243,1802,2026-02-27,2026-03-09,https://www.usajobs.gov:443/job/859030800
Aviation Safety Technician,Federal Aviation Administration,"West Columbia, South Carolina",FG,61722,80243,1802,2026-02-27,2026-03-19,https://www.usajobs.gov:443/job/859031600
Civil Engineer,Federal Aviation Administration,"Des Moines, Washington",FV,70427,157730,0810,2026-02-19,2026-03-04,https://www.usajobs.gov:443/job/857996800
Civil Engineer,Federal Aviation Administration,"Des Moines, Washington",FV,70427,157730,0810,2026-02-19,2026-03-04,https://www.usajobs.gov:443/job/858001600
Civil Engineer,Federal Aviation Administration,"Helena, Montana",FV,62660,140335,0810,2026-02-19,2026-03-04,https://www.usajobs.gov:443/job/858003500
Civil Engineer,Federal Aviation Administration,"Helena, Montana",FV,62660,140335,0810,2026-02-19,2026-03-04,https://www.usajobs.gov:443/job/858003700
Civil Engineer,Federal Aviation Administration,"Romulus, Michigan",FV,69115,153260,0810,2026-02-26,2026-03-11,https://www.usajobs.gov:443/job/858938500
Civil Engineer,Federal Aviation Administration,"Romulus, Michigan",FV,69115,154793,0810,2026-02-26,2026-03-11,https://www.usajobs.gov:443/job/858947600
DIRECT HIRE - Aviation Safety Inspector (Flight Oversight Rotorcraft-Helicopter),Federal Aviation Administration,"Anchorage, Alaska",FG,52727,99404,1825,2026-02-27,2026-03-09,https://www.usajobs.gov:443/job/859118800
DIRECT HIRE - Aviation Safety Inspector (General Aviation Flight Oversight),Federal Aviation Administration,"San Juan, Puerto Rico",FG,52727,99404,1825,2026-03-02,2026-03-11,https://www.usajobs.gov:443/job/859119200
DIRECT HIRE - Aviation Safety Inspector (General Aviation Operations),Federal Aviation Administration,"San Juan, Puerto Rico",FG,59759,99404,1825,2026-03-02,2026-03-11,https://www.usajobs.gov:443/job/859119800
DIRECT HIRE - Aviation Safety Inspector (Operations-Rotorcraft-Helicopter),Federal Aviation Administration,"Anchorage, Alaska",FG,59759,99404,1825,2026-02-27,2026-03-09,https://www.usajobs.gov:443/job/859117600
General Engineer (Lead Engineer),Federal Aviation Administration,"Burlington, Massachusetts",FV,95489,148037,0801,2026-02-20,2026-03-02,https://www.usajobs.gov:443/job/858172400
General Engineer (Lead Engineer),Federal Aviation Administration,"Burlington, Massachusetts",FV,95489,148037,0801,2026-02-20,2026-03-02,https://www.usajobs.gov:443/job/858174400
Lead Engineering Technician (Aerospace) (QC Inspector),Federal Aviation Administration,"Oklahoma City, Oklahoma",FV,90547,140335,0802,2026-02-23,2026-03-04,https://www.usajobs.gov:443/job/858419300
Lead Engineering Technician (Aerospace) (QC Inspector),Federal Aviation Administration,"Oklahoma City, Oklahoma",FV,90547,140335,0802,2026-02-23,2026-03-04,https://www.usajobs.gov:443/job/858420100
"PUBLIC NOTICE - Airway Transportation Systems Specialist (G- ENV, RAD, NAV, AUT, COM & F ENTRY)",Federal Aviation Administration,"Belgium, Belgium",FV,68863,82154,2101,2025-10-03,2026-04-03,https://www.usajobs.gov:443/job/847375300
Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FG,34454,162672,0861,2025-12-12,2026-12-11,https://www.usajobs.gov:443/job/852272900
Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,"Belgium, Belgium",FV,52998,172257,0861,2025-12-12,2026-12-11,https://www.usajobs.gov:443/job/852274600
Public Notice for Air Traffic Control Specialist (Direct Hire),Federal Aviation Administration,"Saint Thomas, Virgin Islands",AT,47026,177543,2152,2025-10-03,2026-10-02,https://www.usajobs.gov:443/job/847375100
Public Notice for Air Traffic Control Specialist - Trainee (Direct Hire),Federal Aviation Administration,"Cold Bay, Alaska",AT,45603,128842,2152,2025-12-04,2026-06-26,https://www.usajobs.gov:443/job/851526800
